date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:59:56	25725/25725	---M--	200	added ('OK')	image/jpeg	etag:%225989c380-647d%22	https://woodmart.b-cdn.net/wp-content/uploads/2016/06/cat-menu-bg-1.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2016/06/cat-menu-bg-1.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
19:59:57	12520/12520	---M--	200	added ('OK')	image/jpeg	etag:%22667938a4-30e8%22	https://woodmart.b-cdn.net/wp-content/uploads/2024/06/demo-default-1.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2024/06/demo-default-1.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
19:59:57	31896/31896	---M--	200	added ('OK')	image/jpeg	etag:%2264e5ccee-7c98%22	https://woodmart.b-cdn.net/wp-content/uploads/2023/02/demo-mega-electronics.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2023/02/demo-mega-electronics.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
19:59:57	13767/13767	---M--	200	added ('OK')	image/jpeg	etag:%2262a9965d-35c7%22	https://woodmart.b-cdn.net/wp-content/uploads/2022/06/preview-megamarket.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2022/06/preview-megamarket.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
19:59:58	30022/30022	---M--	200	added ('OK')	image/jpeg	etag:%2265cf6f5f-7546%22	https://woodmart.b-cdn.net/wp-content/uploads/2023/09/demo-furniture-2.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2023/09/demo-furniture-2.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
19:59:58	52643/52643	---M--	200	added ('OK')	image/jpeg	etag:%2265cf6f4d-cda3%22	https://woodmart.b-cdn.net/wp-content/uploads/2023/09/demo-games-white-1.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2023/09/demo-games-white-1.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
19:59:58	26186/26186	---M--	200	added ('OK')	image/jpeg	etag:%2265cf65a4-664a%22	https://woodmart.b-cdn.net/wp-content/uploads/2024/02/demo-black_friday.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2024/02/demo-black_friday.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
19:59:58	16487/16487	---M--	200	added ('OK')	image/jpeg	etag:%2259c52ace-4067%22	https://woodmart.b-cdn.net/wp-content/uploads/2017/01/handmade.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2017/01/handmade.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
19:59:59	25710/25710	---M--	200	added ('OK')	image/jpeg	etag:%226627a684-646e%22	https://woodmart.b-cdn.net/wp-content/uploads/2024/04/demo-fashion-color-1.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2024/04/demo-fashion-color-1.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
19:59:59	18559/18559	---M--	200	added ('OK')	image/jpeg	etag:%226627a640-487f%22	https://woodmart.b-cdn.net/wp-content/uploads/2024/04/demo-glasses-1.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2024/04/demo-glasses-1.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
19:59:59	18849/18849	---M--	200	added ('OK')	image/jpeg	etag:%225cd01df1-49a1%22	https://woodmart.b-cdn.net/wp-content/uploads/2019/05/preview-retail-2.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2019/05/preview-retail-2.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:00	37734/37734	---M--	200	added ('OK')	image/jpeg	etag:%2265cf79fa-9366%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/08/slide-1.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/08/slide-1.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:00	12610/12610	---M--	200	added ('OK')	image/jpeg	etag:%2265cf79eb-3142%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/08/slide-2.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/08/slide-2.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:02	97048/97048	---M--	200	added ('OK')	image/jpeg	etag:%2265cf79dd-17b18%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/08/slide-3.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/08/slide-3.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:03	10869/10869	---M--	200	added ('OK')	image/jpeg	etag:%2264e5f020-2a75%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-category-2-opt.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-category-2-opt.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:04	5258/5258	---M--	200	added ('OK')	image/jpeg	etag:%2264e5f03b-148a%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-category-1-opt.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-category-1-opt.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:05	7236/7236	---M--	200	added ('OK')	image/jpeg	etag:%2264e5f003-1c44%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-category-3-opt.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-category-3-opt.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:06	11047/11047	---M--	200	added ('OK')	image/jpeg	etag:%2264e5f031-2b27%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-category-4-opt.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-category-4-opt.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:06	6153/6153	---M--	200	added ('OK')	image/jpeg	etag:%2264e5f024-1809%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-category-5-opt.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-category-5-opt.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:07	9417/9417	---M--	200	added ('OK')	image/jpeg	etag:%2264e5f013-24c9%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-category-6-opt.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-category-6-opt.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:08	11736/11736	---M--	200	added ('OK')	image/jpeg	etag:%2264e5efb6-2dd8%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/side-product-cutdown-opt-430x430.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/side-product-cutdown-opt-430x430.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:11	16764/16764	---M--	200	added ('OK')	image/jpeg	etag:%2264e5efc3-417c%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/side-product-cutdown-2-opt-430x430.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/side-product-cutdown-2-opt-430x430.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:12	7567/7567	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbf43-1d8f%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-1-opt-330x340.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-1-opt-330x340.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:12	7259/7259	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbf44-1c5b%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-2-opt-330x340.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-2-opt-330x340.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:13	7837/7837	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbf44-1e9d%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-3-opt-330x340.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-3-opt-330x340.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:15	426615/426615	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:00:13%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21691	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/index1a12.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:16	426611/426611	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:00:15%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21632	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/index6568.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:17	426613/426613	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:00:14%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21693	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/index354c.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:17	426613/426613	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:00:15%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21634	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/indexd321.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:18	13842/13842	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbf44-3612%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-4-opt-330x340.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-4-opt-330x340.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:18	426615/426615	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:00:17%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21637	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/indexa749.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:19	5981/5981	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbf44-175d%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-5-opt-330x340.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-5-opt-330x340.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:19	8093/8093	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbf44-1f9d%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-6-opt-330x340.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-6-opt-330x340.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:21	86523/86523	---M--	200	added ('OK')	image/jpeg	etag:%2265cf79ce-151fb%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/08/retail-img-map-1-1.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/08/retail-img-map-1-1.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:21	426617/426617	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:00:19%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21639	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/index213e.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:22	426611/426611	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:00:20%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21641	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/indexa9b6.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:22	6025/6025	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbd2b-1789%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-img-map-product-1-opt-430x444.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-img-map-product-1-opt-430x444.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:22	426614/426614	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:00:21%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21643	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/indexcdf6.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:23	21103/21103	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbd2d-526f%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-img-map-product-2-opt-430x444.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-img-map-product-2-opt-430x444.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:24	13342/13342	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbf44-341e%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-img-map-product-2-opt-330x340.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-img-map-product-2-opt-330x340.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:24	4209/4209	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbf44-1071%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-img-map-product-1-opt-330x340.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-img-map-product-1-opt-330x340.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:25	426606/426606	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:00:24%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21683	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/index9e64.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:25	12270/12270	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbf44-2fee%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-7-opt-330x340.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-7-opt-330x340.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:25	12443/12443	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbf44-309b%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-8-opt-330x340.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-8-opt-330x340.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:26	426612/426612	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:00:24%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21681	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/index5aad.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:26	7005/7005	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbf44-1b5d%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-9-opt-330x340.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-9-opt-330x340.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:26	5525/5525	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbf44-1595%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-10-opt-330x340.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-10-opt-330x340.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:28	426617/426617	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:00:26%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21645	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/index1437.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:28	426616/426616	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:00:27%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21647	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/index9742.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:29	8002/8002	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbf44-1f42%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-11-opt-330x340.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-11-opt-330x340.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:29	5365/5365	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbf44-14f5%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-12-opt-330x340.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-12-opt-330x340.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:30	426620/426620	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:00:29%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21649	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/indexdd07.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:31	426611/426611	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:00:29%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21651	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/index8de1.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:32	123055/123055	---M--	200	added ('OK')	image/jpeg	etag:%2264e5efb8-1e0af%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/side-product-cutdown-2-opt.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/side-product-cutdown-2-opt.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:32	426621/426621	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:00:30%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21653	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/index1def.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:33	426619/426619	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:00:31%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21655	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/index3582.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:34	70391/70391	---M--	200	added ('OK')	image/jpeg	etag:%2264e5efac-112f7%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/side-product-cutdown-opt.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/side-product-cutdown-opt.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:34	13754/13754	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbd31-35ba%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-img-map-product-5-opt-430x444.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-img-map-product-5-opt-430x444.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:35	23777/23777	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbd2f-5ce1%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-img-map-product-3-opt-430x444.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-img-map-product-3-opt-430x444.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:35	13594/13594	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbd30-351a%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-img-map-product-4-opt-430x444.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-img-map-product-4-opt-430x444.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:36	116637/116637	---M--	200	added ('OK')	image/jpeg	etag:%2265cf79bf-1c79d%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/08/retail-img-map-2-min.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/08/retail-img-map-2-min.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
